,video ids,publish date,tags,comment count,title,description,times_viewed,times_liked,times_faved,duration in seconds,caption,privacy_status,thumbnail,localizations.en.title,localizations.en.description,title length,description length,tag count,days live,comment count/days live,times liked/days live,times viewed/days live,likes per view,Publish Day,Publish Month,tags in title,title emoji count,description emoji count,VADER sentiment - title,VADER sentiment - description
40,tfGr90UravM,2023-03-27 17:54:28+00:00,"['autism', 'weighted blanket', 'blanket', 'compression', 'sensory', 'asd', 'autistic']",141,Autism Weighted Blanket GIVEAWAY!,"Harkla is giving away a weighted blanket which is perfect for many on the autism spectrum who love compression. Please follow the rules on the video and we will announce a winner soon!
#youtube #autism #education #giveaway #autistic 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",5892,330,0,186,false,public,"[array([[[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [7, 0, 0],
        [7, 0, 0],
        [8, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [3, 0, 0],
        [3, 0, 0],
        [3, 0, 0]],

       [[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 5],
        [0, 0, 5],
        [0, 0, 5]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,46,7,126,1.119047619047619,2.619047619047619,46.76190476190476,0.0560081466395112,Monday,March,0,0,35,0.0,0.9493
41,mIlw7Ag70gM,2023-03-23 18:52:24+00:00,"['youtube', 'fun', 'autism', 'autistic', 'ASD', 'education', 'garden', 'plants']",45,Autism Family's Garden part 1,"Have we gotten in over our heads? Will this be worth it? Time can only tell. Let us know if you garden and if it helped your family. We THINK it will be therapeutical, but it's hard to say so far, lol. Please leave a comment!
#youtube #autism #fun #education #garden",3558,265,0,491,false,public,"[array([[[0, 0, 4],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [4, 0, 2],
        [6, 0, 2],
        [7, 0, 2]],

       [[0, 0, 4],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 0, 2],
        [1, 0, 2],
        [3, 0, 2]],

       [[0, 0, 4],
        [0, 0, 4],
        [0, 0, 2],
        ...,
        [0, 2, 2],
        [0, 1, 2],
        [0, 0, 2]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,5,51,8,130,0.34615384615384615,2.0384615384615383,27.369230769230768,0.07448004496908375,Thursday,March,0,1,5,0.0,0.8255
42,Y5APgLt2YbE,2023-03-21 16:43:02+00:00,"['youtube', 'autism', 'ASD', 'help']",164,How long can Autism Family last?,"It's the 1/2 year mark for our channel going full-time and it's hard to say what the future looks like. We are treading water, but hopefully with enough of you wonderful people spreading the message of our mission, we can keep going. I want to give a personal thanks to all of you who support us so graciously. 
#youtube #autism #education #autistic 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628
Super Thanks is also enabled below our video if you want to make a donation that way. Thank you all!",8122,838,0,196,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [3, 0, 0],
        ...,
        [0, 4, 0],
        [0, 3, 0],
        [0, 1, 0]],

       [[1, 0, 2],
        [1, 0, 2],
        [1, 0, 2],
        ...,
        [0, 3, 0],
        [0, 3, 0],
        [0, 1, 0]],

       [[0, 0, 5],
        [0, 0, 5],
        [0, 0, 5],
        ...,
        [0, 2, 4],
        [0, 2, 4],
        [0, 1, 4]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,90,4,132,1.2424242424242424,6.348484848484849,61.53030303030303,0.10317655749815316,Tuesday,March,0,0,36,0.0,0.9899
43,IooCHn5O04I,2023-03-17 20:36:53+00:00,"['autism', 'sleep deprivation', 'sleep problems', 'night', 'bedtime']",232,Tips for Autism Sleep Deprivation,"One of the most difficult things raising autistic children is losing sleep on top of all the stresses you have to worry about. Here are some helpful tips and please leave any tips you've discovered to be beneficial in the comments.
#youtube #education #autism #sleep #help #autistic #asd 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",29388,1077,0,597,false,public,"[array([[[18,  0,  7],
        [ 0,  0,  2],
        [ 0,  4,  0],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       [[ 8,  0,  7],
        [ 0,  2,  2],
        [ 0,  6,  0],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       [[ 0,  0,  7],
        [ 0,  5,  2],
        [ 0,  7,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,5,56,5,136,1.7058823529411764,7.919117647058823,216.08823529411765,0.03664761126990609,Friday,March,0,0,37,-0.4215,-0.4005
44,M_lOzwXafQs,2023-03-13 19:48:48+00:00,"['youtube', 'education', 'autism', 'curiosity museum', 'play']",105,I let autism kids do whatever they want,"What could go wrong? Don't worry, the kids did awesome even though I let them choose to do whatever they wanted at this place (within reason). I think letting our kids explore on their own is healthy and teaches us and them some of their interests and ways of solving problems. What do you think? Let us know in the comments ;)
#youtube #fun #autism #education #play 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",14646,570,0,581,false,public,"[array([[[ 0,  4, 21],
        [ 0,  3, 16],
        [ 0,  1,  7],
        ...,
        [ 0,  0,  2],
        [ 0,  1,  0],
        [ 0,  1,  0]],

       [[ 0,  1, 18],
        [ 0,  1, 12],
        [ 0,  0,  5],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0, 12],
        [ 0,  0,  7],
        [ 0,  3,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,8,75,5,140,0.75,4.071428571428571,104.61428571428571,0.038918476034412126,Monday,March,1,0,35,0.0772,0.8499
45,x7VT9_C4gIs,2023-03-09 19:43:15+00:00,"['autism', 'education', 'hit', 'help', 'sensory', 'therapy']",150,Autism Son Slaps Us Too Much,"We've been keeping this pretty quiet for a while. Our autistic son has developed a habit of slapping us on the belly. While it's nothing too aggressive we want to teach him that any form of hitting isn't good. Is there a way to do this while respecting his ability to stim? Let's discuss.
#youtube #autism #education #sensory #specialneeds #autistic 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",16155,723,0,428,false,public,"[array([[[6, 1, 0],
        [4, 0, 0],
        [0, 0, 4],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[4, 1, 0],
        [0, 0, 0],
        [0, 0, 5],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[1, 0, 0],
        [0, 1, 4],
        [0, 2, 7],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,68,6,144,1.0416666666666667,5.020833333333333,112.1875,0.044753946146703805,Thursday,March,0,0,36,0.0,0.838
46,_jpRn1gpVvc,2023-03-06 20:59:41+00:00,"['shorts', 'youtube', 'fun', 'playtime', 'sensory', 'autism', 'autistic', 'asd', 'sand', 'dinosaur']",31,Autism Sensory Sand Pits?,"Although these sand pits may not have been created with autistic people in mind, we've found them to be a perfect sensory play area. Located in Lehi, Utah, the Museum of Ancient Life has amazing exhibits from dinosaurs to sharks to all other kinds of life. It's a great place for those on the spectrum or anyone else for that matter.
#shorts #youtube #dinosaur #autism #sensory #play #fun 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628

Music:
Chee Zee Jungle - Primal Drive by Kevin MacLeod is licensed under a Creative Commons Attribution 4.0 license. https://creativecommons.org/licenses/by/4.0/",11743,795,0,47,false,public,"[array([[[23, 19, 18],
        [24, 20, 19],
        [26, 20, 20],
        ...,
        [56, 51, 47],
        [55, 50, 46],
        [54, 49, 45]],

       [[23, 19, 18],
        [24, 20, 19],
        [26, 20, 20],
        ...,
        [55, 50, 44],
        [54, 49, 43],
        [54, 49, 43]],

       [[22, 18, 17],
        [23, 19, 18],
        [25, 19, 19],
        ...,
        [55, 50, 44],
        [54, 49, 43],
        [53, 48, 42]],

       ...,

       [[51, 42, 33],
        [51, 42, 33],
        [51, 42, 33],
        ...,
        [54, 44, 32],
        [58, 48, 36],
        [64, 54, 42]],

       [[49, 40, 31],
        [50, 41, 32],
        [50, 41, 32],
        ...,
        [47, 37, 25],
        [54, 44, 32],
        [57, 47, 35]],

       [[49, 40, 31],
        [50, 41, 32],
        [50, 41, 32],
        ...,
        [47, 37, 25],
        [54, 44, 32],
        [57, 47, 35]]], dtype=uint8)]",,,4,96,10,147,0.2108843537414966,5.408163265306122,79.8843537414966,0.06769990632717364,Monday,March,0,0,41,0.0,0.9456
47,PlZIpRMev5g,2023-03-03 20:30:21+00:00,"['autism', 'asd', 'weighted vest', 'sensory', 'help', 'youtube', 'education']",58,No Autism Weighted Vests?,"Our boys are on the autism spectrum and they love compression, but just not weighted vests. Why? Let's discuss.
#youtube #autism #compression #sensory #education",11463,453,0,272,false,public,"[array([[[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [3, 0, 4],
        [4, 0, 4],
        [4, 0, 4]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [1, 0, 2],
        [3, 0, 4],
        [4, 0, 4]],

       [[1, 0, 0],
        [1, 0, 0],
        [1, 0, 0],
        ...,
        [1, 0, 2],
        [3, 0, 4],
        [3, 0, 4]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,4,24,7,150,0.38666666666666666,3.02,76.42,0.03951845066736456,Friday,March,0,0,5,-0.296,0.3818
48,2rhf79RbMdw,2023-02-28 20:15:04+00:00,"['youtube', 'autism', 'meltdown', 'autistic', 'help', 'learning', 'education', 'ASD', 'sensory', 'anxiety', 'stress']",193,Autism Teen Meltdowns Explained,"Ian explains the meltdowns he has, what they feel like, and how he deals with them. As his parents, we couldn't be more proud of the way he wishes to help people dealing with similar issues. Thank you for understanding more about autism and spreading awareness. 
#youtube #autism #meltdowns #education #autistic #asd #tips 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",17271,1013,0,571,false,public,"[array([[[ 0,  1,  9],
        [ 0,  3,  7],
        [ 0,  5,  5],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       [[ 1,  0,  7],
        [ 1,  0,  5],
        [ 0,  1,  4],
        ...,
        [ 1,  0,  0],
        [ 1,  0,  0],
        [ 1,  0,  0]],

       [[ 8,  0,  2],
        [10,  0,  2],
        [ 7,  0,  2],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,4,61,11,153,1.261437908496732,6.620915032679738,112.88235294117646,0.058653233744427075,Tuesday,February,0,0,37,0.0,0.6735
49,-d-U1nh2cDA,2023-02-23 23:47:16+00:00,"['youtube', 'fun', 'autism', 'retro']",93,We Started a New YouTube Channel,"Here's the link to the new channel:
https://www.youtube.com/@NostalgiaFix81
This is a huge deal for us and I've been working on this channel in the background getting it ready for launch. But there's more to it than that. This other channel could potentially help keep our Autism Family channel going full time. It's really hard to predict the future, but we hope you'll subscribe to our new channel and support our endeavors to keep doing YouTube full time so Autism Family can succeed. 
#youtube #autism #fun #new #retro",5832,419,0,388,false,public,"[array([[[0, 0, 2],
        [0, 0, 2],
        [0, 0, 2],
        ...,
        [0, 1, 2],
        [0, 2, 2],
        [0, 2, 2]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 1, 0],
        [0, 1, 0],
        [0, 1, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 1, 0],
        [0, 1, 0],
        [0, 1, 0]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,6,87,4,158,0.5886075949367089,2.651898734177215,36.91139240506329,0.07184499314128943,Thursday,February,0,0,7,0.0,0.9486
50,d6jalpm9fqQ,2023-02-22 18:30:16+00:00,"['autism', 'butterly', 'shorts', 'youtube', 'fun', 'cute']",62,Autism Reaction to Butterfly is Priceless,"Our son used to be afraid of butterflies if you can believe it. Something about them bothered his senses, but now he's given them another chance and it's adorable.
#shorts #shortsvideo #butterfly #autism #education #fun",14240,1219,0,41,false,public,"[array([[[56, 52, 51],
        [56, 52, 51],
        [56, 52, 51],
        ...,
        [45, 36, 31],
        [46, 37, 32],
        [46, 37, 32]],

       [[54, 53, 51],
        [54, 53, 51],
        [54, 53, 51],
        ...,
        [45, 36, 31],
        [46, 37, 32],
        [47, 38, 33]],

       [[53, 52, 50],
        [53, 52, 50],
        [53, 52, 50],
        ...,
        [45, 36, 31],
        [46, 37, 32],
        [47, 38, 33]],

       ...,

       [[44, 43, 13],
        [44, 43, 13],
        [44, 43, 13],
        ...,
        [41, 39, 14],
        [41, 39, 14],
        [41, 39, 14]],

       [[44, 43, 13],
        [44, 43, 13],
        [43, 42, 12],
        ...,
        [37, 35, 10],
        [37, 35, 10],
        [37, 35, 10]],

       [[44, 43, 13],
        [44, 43, 13],
        [43, 42, 12],
        ...,
        [37, 35, 10],
        [37, 35, 10],
        [37, 35, 10]]], dtype=uint8)]",,,6,35,6,159,0.389937106918239,7.666666666666667,89.55974842767296,0.08560393258426967,Wednesday,February,0,0,6,0.0,0.7311
51,4d-wYAAEjHU,2023-02-20 21:08:11+00:00,"['autism', 'party', 'cake', 'toys', 'birthday', 'autistic', 'education']",121,Autism Birthday Bash!,"It's Connor and Alistair's birthday month and we took them to their favorite arcade to have over family and friends, play games, eat cake, unwrap presents. What a fun time!
#birthday #autism #autistic #arcade #cake #toys #party 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",10516,498,0,534,false,public,"[array([[[ 8,  0,  0],
        [ 6,  0,  0],
        [ 3,  0,  0],
        ...,
        [ 0,  3,  0],
        [ 0,  3,  5],
        [ 0,  1, 12]],

       [[ 6,  0,  0],
        [ 3,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  2,  4],
        [ 0,  2,  7],
        [ 0,  1, 11]],

       [[ 1,  0,  0],
        [ 0,  0,  0],
        [ 0,  1,  0],
        ...,
        [ 0,  2,  9],
        [ 0,  2,  5],
        [ 0,  1,  4]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,3,45,7,161,0.7515527950310559,3.093167701863354,65.3167701863354,0.047356409281095475,Monday,February,0,0,37,0.0,0.902
52,LRyO_ZupRSs,2023-02-17 19:55:14+00:00,"['autism', 'test', 'diagnosis', 'autistic', 'education', 'free']",85,FREE Autism Test,"The link for this free autism test is here:
https://osf.io/fd5eu
Once you've printed out and taken the test you can take it to your doctor or other professional in your area who can assess it and give you further help. It’s free if you take it along with you on an annual physical checkup and have insurance or Medicaid, etc. not free if you have to pay for a doctors visit. Sorry I wasn’t more clear on that point. Here is more info on the questionnaire: https://onlinelibrary.wiley.com/doi/full/10.1111/dmcn.15497
#autism #education #autismdiagnosis #help #autistic #test 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",15512,562,0,231,false,public,"[array([[[17,  0,  5],
        [ 6,  0,  4],
        [ 0,  1,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 6,  0,  4],
        [ 0,  0,  2],
        [ 0,  1,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  4,  2],
        [ 0,  5,  0],
        [ 0,  3,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,3,101,6,164,0.5182926829268293,3.426829268292683,94.58536585365853,0.03623001547189273,Friday,February,0,0,48,0.5106,0.9478
53,OksEpPKtvU4,2023-02-14 18:07:42+00:00,"['autism', 'fidget', 'toy', 'stress', 'relief', 'anxiety', 'autistic', 'education']",85,Amazing Fidget Toy for Anxiety,"ONO reached out to us to try their fidget roller. I didn't know what to expect and it was really interesting to see my 3 boys all react differently to it. If you're interested in getting one, please use this link: http://bit.ly/3YwSbE8

#autism #fidget #toys #education #autistic #anxiety #stressrelief 

Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",11872,548,0,206,false,public,"[array([[[ 0,  8, 14],
        [ 0,  0,  9],
        [13,  0,  0],
        ...,
        [ 0,  1,  0],
        [ 0,  1,  0],
        [ 0,  1,  0]],

       [[ 0,  8,  9],
        [ 0,  1,  4],
        [10,  0,  0],
        ...,
        [ 0,  1,  0],
        [ 0,  1,  0],
        [ 0,  0,  0]],

       [[ 0,  6,  4],
        [ 0,  2,  0],
        [ 4,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       ...,

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]],

       [[ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0],
        ...,
        [ 0,  0,  0],
        [ 0,  0,  0],
        [ 0,  0,  0]]], dtype=uint8)]",,,5,57,8,167,0.5089820359281437,3.281437125748503,71.08982035928143,0.04615902964959569,Tuesday,February,0,0,40,0.4767,0.8122
54,g7zAEpVnATk,2023-02-10 17:04:27+00:00,"['autism', 'education', 'shorts', 'youtube', 'autistic', 'stimming']",46,Autism Stim: Face Squeeze and Slap,"Alistair is now giving names to his new autism stims (stimming or self-stimulatory behavior for regulation sensory input). He's an amazing boy and I'm glad he's willing to share his autistic traits with everyone so they can learn.
#shorts #shortsvideo #youtubeshorts #autism #stims #education 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",19125,761,0,33,false,public,"[array([[[46, 39, 29],
        [46, 39, 29],
        [47, 40, 30],
        ...,
        [28, 28, 30],
        [25, 25, 25],
        [10, 10, 10]],

       [[51, 44, 34],
        [51, 44, 34],
        [51, 44, 34],
        ...,
        [16, 16, 18],
        [16, 16, 16],
        [ 6,  6,  6]],

       [[54, 45, 38],
        [53, 44, 37],
        [53, 44, 37],
        ...,
        [19, 19, 21],
        [13, 13, 15],
        [ 0,  0,  0]],

       ...,

       [[56, 51, 47],
        [57, 52, 48],
        [60, 55, 51],
        ...,
        [ 3, 11, 13],
        [ 2, 10, 12],
        [ 0, 10, 11]],

       [[63, 58, 54],
        [62, 57, 53],
        [60, 55, 51],
        ...,
        [10, 18, 20],
        [ 6, 14, 16],
        [ 2, 10, 12]],

       [[62, 59, 54],
        [62, 57, 53],
        [60, 55, 51],
        ...,
        [12, 18, 18],
        [ 8, 14, 14],
        [ 4, 10, 10]]], dtype=uint8)]",,,6,52,6,171,0.26900584795321636,4.450292397660819,111.84210526315789,0.039790849673202615,Friday,February,0,0,36,0.1531,0.886
55,VJKAFbYsr20,2023-02-07 22:48:04+00:00,"['autism', 'gym', 'sensory', 'fun', 'autistic']",103,5 Reasons Autism Sensory Gyms are Crucial,"Autism Sensory Gyms are more than just a fun place to play, they can really help someone on the spectrum feel at home, have a sense of belonging, let loose, just be themselves. We head over to Matthew's Place Gym in Provo for a great night with our friends the Anderson's from the YouTube channel 7-ahead. Here is a link for the gym: https://matthewsplaceutah.com/

#autism #autistic #gym #sensory #play #top5 #fun #education 
Autism Family Merchandise:
https://autismfamily.myspreadshop.com/
Other links:
https://www.patreon.com/autismfamily
https://www.facebook.com/Autism-Family-Youtube-107318891102628?view_public_for=107318891102628",13904,648,0,359,false,public,"[array([[[0, 5, 0],
        [3, 0, 0],
        [8, 0, 0],
        ...,
        [0, 0, 5],
        [0, 0, 7],
        [0, 0, 9]],

       [[0, 4, 0],
        [1, 0, 0],
        [7, 0, 0],
        ...,
        [0, 0, 4],
        [0, 0, 5],
        [0, 0, 7]],

       [[0, 3, 0],
        [1, 0, 0],
        [4, 0, 0],
        ...,
        [1, 0, 2],
        [1, 0, 2],
        [1, 0, 4]],

       ...,

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]],

       [[0, 0, 0],
        [0, 0, 0],
        [0, 0, 0],
        ...,
        [0, 0, 0],
        [0, 0, 0],
        [0, 0, 0]]], dtype=uint8)]",,,7,80,5,174,0.5919540229885057,3.7241379310344827,79.9080459770115,0.04660529344073648,Tuesday,February,0,1,40,0.0,0.9307
